Unnamed: 0,Timestamp,What programme are you in?,Have you taken a course on machine learning?,Have you taken a course on information retrieval?,Have you taken a course on statistics?,Have you taken a course on databases?,What is your gender?,I have used ChatGPT to help me with some of my study assignments ,When is your birthday (date)?,How many students do you estimate there are in the room?,What is your stress level (0-100)?,How many hours per week do you do sports (in whole hours)? ,Give a random number,Time you went to bed Yesterday,What makes a good day for you (1)?,What makes a good day for you (2)?,Parsed How many students do you estimate there are in the room?,Parsed What is your stress level (0-100)?,Parsed How many hours per week do you do sports (in whole hours)?,Parsed Give a random number,Parsed Time you went to bed Yesterday,category_goodday_1,category_goodday_2,SleepDeviation,Norm.SleepDeviation,Norm.Stress,Norm.Sport,WellBeing
82,4-1-2025 12:18:27,"Business, Finance & Econometrics",yes,1,mu,ja,male,yes,]2000-2005],385,6,7,10,00:00,Food,Sun,385.0,6.0,7.0,10.0,0.0,food,weather,1.5,0.8737727910238429,0.94,0.10144927536231885,0.6384073554620538
83,4-1-2025 12:18:28,AI & Data Science,yes,0,mu,nee,female,yes,]2000-2005],390,37,4,197367,1am,Sun ,Good food,390.0,37.0,4.0,197367.0,1.0,weather,food,2.5,0.7896213183730715,0.63,0.057971014492753624,0.4925307776219417
84,4-1-2025 12:18:28,"Business, Finance & Econometrics",yes,0,mu,ja,male,yes,]2000-2005],375,50,4,1,12,Travel,Active,375.0,50.0,4.0,1.0,0.0,holiday,sport,1.5,0.8737727910238429,0.5,0.057971014492753624,0.4772479351721988
85,4-1-2025 12:18:30,AI & Data Science,yes,1,sigma,ja,male,yes,]2000-2005],195,0,10,7,12:34,Not having looking for x ,Spots,195.0,0.0,10.0,7.0,0.5666666666666664,joke,sport,2.0666666666666664,0.8260869565217391,1.0,0.14492753623188406,0.6570048309178744
86,4-1-2025 12:18:31,Computer Science & Technology,no,0,sigma,nee,gender fluid,yes,-,300,30,4,73,1,Sun,Sub,300.0,30.0,4.0,73.0,1.0,weather,weather,2.5,0.7896213183730715,0.7,0.057971014492753624,0.5158641109552751
87,4-1-2025 12:18:31,Health & Life Sciences,no,1,mu,nee,female,yes,]2000-2005],234,40,7,8,23:30,Coffee,Running in the sun,234.0,40.0,7.0,8.0,23.5,food,sport,1.0,0.9158485273492286,0.6,0.10144927536231885,0.5390992675705158
88,4-1-2025 12:18:31,Computer Science & Technology,yes,1,mu,ja,other,yes,not possible,330,Over 9000,0,37,5am,Got nothing to do,Interesting activities,330.0,55.92,0.0,37.0,5.0,sleep/rest,sport,6.5,0.45301542776998593,0.44079999999999997,0.0,0.2979384759233286
89,4-1-2025 12:18:32,AI & Data Science,yes,unknown,mu,nee,male,yes,]1995-2000],480,75,3,7,1,Achivements,Socialising,480.0,75.0,3.0,7.0,1.0,study/work,friends/family,2.5,0.7896213183730715,0.25,0.043478260869565216,0.36103319308087883
90,4-1-2025 12:18:33,AI & Data Science,yes,unknown,mu,ja,male,yes,]2000-2005],291,79,0,74,2 am,Being with someone i love,No assignment deadline!!!,291.0,79.0,0.0,74.0,2.0,friends/family,sleep/rest,3.5,0.7054698457223001,0.20999999999999996,0.0,0.3051566152407667
91,4-1-2025 12:18:33,Computer Science & Technology,yes,1,sigma,ja,male,not willing to say,]1995-2000],550,42.0,4,69,00:40,Eating burrata,Eating pasta,550.0,42.0,4.0,69.0,0.6666666666666666,food,food,2.166666666666668,0.8176718092566619,0.5800000000000001,0.057971014492753624,0.48521427458313854
92,4-1-2025 12:18:34,AI & Data Science,yes,0,mu,ja,female,yes,]2000-2005],200,30,0,7,1:30,My boyfriend,My friends ,200.0,30.0,0.0,7.0,1.5,friends/family,friends/family,3.0,0.7475455820476858,0.7,0.0,0.4825151940158953
93,4-1-2025 12:18:34,Computer Science & Technology,yes,0,mu,ja,female,yes,]1995-2000],500,100,3,3,12:45,Cats,Sun,500.0,100.0,3.0,3.0,0.75,friends/family,weather,2.25,0.8106591865357644,0.0,0.043478260869565216,0.2847124824684432
94,4-1-2025 12:18:34,AI & Data Science,yes,1,unknown,ja,intersex,not willing to say,]2000-2005],420,100,8,40,11:35,-1,-2,420.0,100.0,8.0,40.0,11.583333333333334,food,friends/family,10.916666666666666,0.0813464235624124,0.0,0.11594202898550725,0.06576281751597322
95,4-1-2025 12:18:34,AI & Data Science,no,0,sigma,nee,female,yes,]2000-2005],200,10,8,11,1:00,Delicious food,Nice weather,200.0,10.0,8.0,11.0,1.0,food,weather,2.5,0.7896213183730715,0.9,0.11594202898550725,0.6018544491195262
96,4-1-2025 12:18:35,"Business, Finance & Econometrics",yes,1,mu,ja,male,not willing to say,]2000-2005],350,85,7,4,01:30,A beer after a exam,Seeing my dog,350.0,85.0,7.0,4.0,1.5,alchol/drugs,friends/family,3.0,0.7475455820476858,0.15000000000000002,0.10144927536231885,0.3329982858033349
97,4-1-2025 12:18:35,AI & Data Science,yes,1,unknown,ja,female,yes,]2000-2005],289,40,6,"9,582E+12",23:25,Sun,Good exam result,289.0,40.0,6.0,4.9546436011725234e+119,23.416666666666668,weather,study/work,0.9166666666666679,0.9228611500701261,0.6,0.08695652173913043,0.5366058906030855
98,4-1-2025 12:18:36,"Business, Finance & Econometrics",yes,1,mu,ja,female,not willing to say,not possible,400,40,3,9,21:45,Sleeping in,No assignments,400.0,40.0,3.0,9.0,21.75,sleep/rest,sleep/rest,0.75,0.9368863955119214,0.6,0.043478260869565216,0.5267882187938289
99,4-1-2025 12:18:36,AI & Data Science,yes,0,mu,ja,male,yes,]2000-2005],350,25,20,40,23:00,feeling good ,productive,350.0,25.0,20.0,40.0,23.0,mood,study/work,0.5,0.9579242636746144,0.75,0.2898550724637681,0.6659264453794608
100,4-1-2025 12:18:37,AI & Data Science,yes,0,mu,nee,male,yes,]2000-2005],250,0,7,69,23:00,Sun,Sports,250.0,0.0,7.0,69.0,23.0,weather,sport,0.5,0.9579242636746144,1.0,0.10144927536231885,0.6864578463456444
101,4-1-2025 12:18:37,AI & Data Science,yes,0,mu,nee,male,not willing to say,]2000-2005],250,110,5,42,0:30,Doggo,Food,250.0,57.02,5.0,42.0,0.5,friends/family,food,2.0,0.8316970546984572,0.42979999999999996,0.07246376811594203,0.44465360760479977
102,4-1-2025 12:18:37,AI & Data Science,yes,unknown,mu,nee,not willing to answer,yes,not possible,70000,900,10,7,23:00,Good talks,Productivity,362.64,65.83,10.0,7.0,23.0,friends/family,study/work,0.5,0.9579242636746144,0.3417,0.14492753623188406,0.48151726663549943
103,4-1-2025 12:18:38,AI & Data Science,yes,1,mu,nee,male,yes,]1995-2000],250,60,4,89867,23:30,Cats,Candy,250.0,60.0,4.0,89867.0,23.5,friends/family,food,1.0,0.9158485273492286,0.4,0.057971014492753624,0.4579398472806608
104,4-1-2025 12:18:38,AI & Data Science,yes,0,mu,nee,female,not willing to say,]2000-2005],600,40,0,658,7pm,money,love,271.07,40.0,0.0,658.0,19.0,money,friends/family,3.5,0.7054698457223001,0.6,0.0,0.4351566152407667
105,4-1-2025 12:18:39,AI & Data Science,yes,0,mu,ja,male,yes,]2000-2005],600,22,5,236,11:33 PM,eating good food,having a nice nap,357.36,22.0,5.0,236.0,23.55,food,sleep/rest,1.0500000000000007,0.91164095371669,0.78,0.07246376811594203,0.588034907277544
106,4-1-2025 12:18:39,AI & Data Science,yes,1,unknown,ja,female,yes,]2000-2005],150,20,4,11,12,Good sleep,No uni,150.0,20.0,4.0,11.0,0.0,sleep/rest,sleep/rest,1.5,0.8737727910238429,0.8,0.057971014492753624,0.5772479351721989
107,4-1-2025 12:18:39,Computer Science & Technology,yes,0,unknown,ja,not willing to answer,yes,]1995-2000],300,13,6,1738,2,People,Food,300.0,13.0,6.0,1738.0,2.0,friends/family,food,3.5,0.7054698457223001,0.87,0.08695652173913043,0.5541421224871436
108,4-1-2025 12:18:40,"Business, Finance & Econometrics",yes,1,mu,ja,male,yes,]2000-2005],425,5,3,4,23:00,Hanging out with friends,No responsibilities,425.0,5.0,3.0,4.0,23.0,friends/family,sleep/rest,0.5,0.9579242636746144,0.95,0.043478260869565216,0.6504675081813932
109,4-1-2025 12:18:41,"Business, Finance & Econometrics",yes,0,unknown,ja,male,yes,]2000-2005],287,23,23,184365902143674301,22:40,Sports,Friends,287.0,23.0,23.0,1.843659021436743e+17,22.666666666666668,sport,friends/family,0.16666666666666785,0.9859747545582047,0.77,0.3333333333333333,0.6964360292971793
110,4-1-2025 12:18:41,AI & Data Science,yes,0,mu,ja,male,no,]1995-2000],300,100,0,7,23:00,Not going to uni,No deadlines,300.0,100.0,0.0,7.0,23.0,sleep/rest,sleep/rest,0.5,0.9579242636746144,0.0,0.0,0.31930808789153814
111,4-1-2025 12:18:41,AI & Data Science,no,0,sigma,ja,male,yes,]2000-2005],300,30,7,9,00:30,Sports,Good sleep,300.0,30.0,7.0,9.0,0.5,sport,sleep/rest,2.0,0.8316970546984572,0.7,0.10144927536231885,0.5443821100202587
112,4-1-2025 12:18:43,Computer Science & Technology,no,0,sigma,nee,female,yes,]1995-2000],220,67,4,4,4am,I take the ADHD medicine ,go out with friends ,220.0,67.0,4.0,4.0,4.0,alchol/drugs,friends/family,5.5,0.5371669004207573,0.32999999999999996,0.057971014492753624,0.30837930497117033
113,4-1-2025 12:18:44,AI & Data Science,no,0,mu,ja,male,yes,]1990-1995],300,1,7,33,1:00,No assignments need to do,No lectures,300.0,1.0,7.0,33.0,1.0,sleep/rest,sleep/rest,2.5,0.7896213183730715,0.99,0.10144927536231885,0.6270235312451301
114,4-1-2025 12:18:44,AI & Data Science,yes,unknown,unknown,unknown,male,yes,]1995-2000],500,69,10,69,Midnight,Sun,Friends,500.0,69.0,10.0,69.0,0.0,weather,friends/family,1.5,0.8737727910238429,0.31000000000000005,0.14492753623188406,0.4429001090852423
115,4-1-2025 12:18:44,Computer Science & Technology,yes,0,unknown,ja,male,no,]1995-2000],483,π©,3,64,3AM,Sleep,Food,483.0,51.14,3.0,64.0,3.0,sleep/rest,food,4.5,0.6213183730715288,0.48860000000000003,0.043478260869565216,0.3844655446470313
116,4-1-2025 12:18:44,AI & Data Science,yes,1,mu,ja,male,yes,]1995-2000],approx 300,75,4,314.159.265.359,23:00,Passing EDDA,The sun,300.0,75.0,4.0,4.9546436011725234e+119,23.0,study/work,weather,0.5,0.9579242636746144,0.25,0.057971014492753624,0.421965092722456
117,4-1-2025 12:18:44,AI & Data Science,yes,1,mu,nee,female,yes,]2000-2005],450,60,1,44,23:30,Nice weather,Free time,450.0,60.0,1.0,44.0,23.5,weather,sleep/rest,1.0,0.9158485273492286,0.4,0.014492753623188406,0.44344709365747237
118,4-1-2025 12:18:45,AI & Data Science,no,0,mu,ja,male,yes,]2000-2005],240,100,2,8,03:00,no studying,gaming,240.0,100.0,2.0,8.0,3.0,sleep/rest,sport,4.5,0.6213183730715288,0.0,0.028985507246376812,0.21676796010596855
119,4-1-2025 12:18:45,Math,yes,1,mu,ja,male,yes,]1995-2000],357,7,5,69420,3am,You :),You again :),357.0,7.0,5.0,69420.0,3.0,joke,joke,4.5,0.6213183730715288,0.9299999999999999,0.07246376811594203,0.541260713729157
120,4-1-2025 12:18:46,"Business, Finance & Econometrics",yes,0,mu,ja,male,yes,]1995-2000],500,40,2,1,01:23,Making someone smile,Smiling,500.0,40.0,2.0,1.0,1.3833333333333333,friends/family,mood,2.883333333333333,0.7573632538569426,0.6,0.028985507246376812,0.46211625370110637
121,4-1-2025 12:18:46,AI & Data Science,no,0,mu,nee,male,yes,]2000-2005],297,69,6,426,2300,"Mild weather, no lectures, good food","No assignments, no exam stress",297.0,69.0,6.0,426.0,23.0,weather,sleep/rest,0.5,0.9579242636746144,0.31000000000000005,0.08695652173913043,0.45162692847124825
122,4-1-2025 12:18:46,AI & Data Science,no,unknown,unknown,unknown,male,not willing to say,]2000-2005],500,80,6,5,8,eating,play ,500.0,80.0,6.0,5.0,8.0,food,sport,9.5,0.20056100981767178,0.19999999999999996,0.08695652173913043,0.16250584385226738
123,4-1-2025 12:18:46,"Business, Finance & Econometrics",yes,0,mu,nee,male,yes,]1995-2000],300,20,8,891230124,01:30,Friends,Activity and food,300.0,20.0,8.0,891230124.0,1.5,friends/family,sport,3.0,0.7475455820476858,0.8,0.11594202898550725,0.5544958703443977
124,4-1-2025 12:18:47,"Business, Finance & Econometrics",yes,unknown,mu,ja,female,yes,]2000-2005],480,0,8,10,23,Peace,Nature,480.0,0.0,8.0,10.0,23.0,mood,sport,0.5,0.9579242636746144,1.0,0.11594202898550725,0.6912887642200406
125,4-1-2025 12:18:47,AI & Data Science,yes,0,mu,nee,male,yes,]1995-2000],350,20,8,124,23:30,Sports,Focus,350.0,20.0,8.0,124.0,23.5,sport,mood,1.0,0.9158485273492286,0.8,0.11594202898550725,0.6105968521115787
126,4-1-2025 12:18:48,AI & Data Science,no,0,mu,nee,male,yes,]1965-1970],300,55,6,47,00:31,Motorcycle ride,Social interaction,300.0,55.0,6.0,47.0,0.5166666666666667,sport,friends/family,2.0166666666666657,0.8302945301542778,0.44999999999999996,0.08695652173913043,0.45575035063113606
127,4-1-2025 12:18:48,Computer Science & Technology,yes,1,sigma,ja,intersex,not willing to say,]2000-2005],500,100,3,420,2am,Studying,Learning,500.0,100.0,3.0,420.0,2.0,study/work,study/work,3.5,0.7054698457223001,0.0,0.043478260869565216,0.24964936886395508
128,4-1-2025 12:18:48,AI & Data Science,yes,1,mu,ja,male,yes,]2000-2005],366,57,6,9999999999,00:40,go out of the house ,play a sport and instrument ,366.0,57.0,6.0,9999999999.0,0.6666666666666666,sport,sport,2.166666666666668,0.8176718092566619,0.43000000000000005,0.08695652173913043,0.4448761103319308
129,4-1-2025 12:18:49,AI & Data Science,no,1,mu,ja,male,yes,]2000-2005],300,15,8,67,00:30,Doing a sport,Playing my bass guitar,300.0,15.0,8.0,67.0,0.5,sport,sport,2.0,0.8316970546984572,0.85,0.11594202898550725,0.5992130278946548
130,4-1-2025 12:18:49,AI & Data Science,yes,0,mu,nee,male,yes,]2000-2005],300,45,4,23,2,beer,another beer,300.0,45.0,4.0,23.0,2.0,alchol/drugs,alchol/drugs,3.5,0.7054698457223001,0.55,0.057971014492753624,0.4378136200716846
131,4-1-2025 12:18:49,Computer Science & Technology,yes,0,unknown,ja,male,yes,]1995-2000],123,90,4,Ø,3:54,grounded,"social, speding quality time with friends",123.0,90.0,4.0,4.9546436011725234e+119,3.9,mood,friends/family,5.399999999999999,0.5455820476858346,0.09999999999999998,0.057971014492753624,0.23451768739286274
132,4-1-2025 12:18:49,Computer Science & Technology,yes,1,unknown,ja,male,yes,not possible,300ish?,75,3,81,3 AM x),Chilling with buddies,GAMING,300.0,75.0,3.0,81.0,3.0,friends/family,sport,4.5,0.6213183730715288,0.25,0.043478260869565216,0.304932211313698
133,4-1-2025 12:18:49,AI & Data Science,no,1,mu,ja,male,yes,]2000-2005],450,101,168,3737,1,Money,Less money,450.0,35.3,8.785,3737.0,1.0,money,joke,2.5,0.7896213183730715,0.647,0.12731884057971016,0.5213133863175939
134,4-1-2025 12:18:50,AI & Data Science,yes,1,mu,ja,male,yes,]2000-2005],125,101,4.5,245819732157863251872726618812736168172715169485342146436918753,23:00,good food,finish task,125.0,26.921333333333333,4.5,2.4581973215786324e+62,23.0,food,study/work,0.5,0.9579242636746144,0.7307866666666667,0.06521739130434782,0.5846427738818764
135,4-1-2025 12:18:51,AI & Data Science,no,0,mu,ja,male,yes,]1995-2000],200,65,3,4,02:00,Coffee,Motivation ,200.0,65.0,3.0,4.0,2.0,food,mood,3.5,0.7054698457223001,0.35,0.043478260869565216,0.3663160355306218
136,4-1-2025 12:18:51,AI & Data Science,yes,0,sigma,ja,male,yes,]2000-2005],378,-10,2h,cleanMe12,4am,gezelligheid,see above,378.0,22.083333333333336,2.0,12.0,4.0,mood,joke,5.5,0.5371669004207573,0.7791666666666667,0.028985507246376812,0.4484396914446002
137,4-1-2025 12:18:52,AI & Data Science,yes,1,mu,ja,female,not willing to say,]2000-2005],Around 200,30,5,13,11:30pm,Productivity,Nice weather,200.0,30.0,5.0,13.0,23.5,study/work,weather,1.0,0.9158485273492286,0.7,0.07246376811594203,0.5627707651550569
138,4-1-2025 12:18:53,Computer Science & Technology,yes,unknown,mu,nee,female,yes,]1995-2000],400,40,10,3,12,workout,sun,400.0,40.0,10.0,3.0,0.0,sport,weather,1.5,0.8737727910238429,0.6,0.14492753623188406,0.5395667757519089
139,4-1-2025 12:18:53,AI & Data Science,yes,1,sigma,ja,male,not willing to say,]2000-2005],390,101,3,7,5am,A day outside,Jamming with the homies,390.0,37.2895,3.0,7.0,5.0,sport,friends/family,6.5,0.45301542776998593,0.627105,0.043478260869565216,0.37453289621318375
140,4-1-2025 12:18:53,AI & Data Science,yes,1,mu,nee,male,yes,]2000-2005],500,25,5,27,23:30,Waking up refreshed,exercise,500.0,25.0,5.0,27.0,23.5,mood,sport,1.0,0.9158485273492286,0.75,0.07246376811594203,0.5794374318217236
141,4-1-2025 12:18:53,AI & Data Science,yes,0,unknown,nee,male,yes,]2000-2005],300,99,7,77,1:30,no class,nice weather,300.0,99.0,7.0,77.0,1.5,sleep/rest,weather,3.0,0.7475455820476858,0.010000000000000009,0.10144927536231885,0.2863316191366682
142,4-1-2025 12:18:53,AI & Data Science,no,0,sigma,nee,male,yes,]2000-2005],280,40,6,18282,22:00,Nice weather,Nice girls,280.0,40.0,6.0,18282.0,22.0,weather,alchol/drugs,0.5,0.9579242636746144,0.6,0.08695652173913043,0.548293595137915
143,4-1-2025 12:18:54,Computer Science & Technology,yes,0,mu,nee,female,not willing to say,]1995-2000],450,80,3,17,00:30,sleeping,going for a walk,450.0,80.0,3.0,17.0,0.5,sleep/rest,sport,2.0,0.8316970546984572,0.19999999999999996,0.043478260869565216,0.35839177185600746
144,4-1-2025 12:18:55,Health & Life Sciences,yes,1,sigma,ja,male,no,]1995-2000],150,0,8,75,5:00am,Fun,Fun 2,150.0,0.0,8.0,75.0,5.0,mood,mood,6.5,0.45301542776998593,1.0,0.11594202898550725,0.5229858189184977
145,4-1-2025 12:18:55,"Business, Finance & Econometrics",no,unknown,sigma,ja,male,yes,]2000-2005],230,69,15,46.789.901.874.822.500,22:00,Reaching my calory goal,Sleeping 8 hours,230.0,69.0,15.0,1e+184,22.0,sport,sleep/rest,0.5,0.9579242636746144,0.31000000000000005,0.21739130434782608,0.49510518934081355
146,4-1-2025 12:18:55,AI & Data Science,yes,0,mu,ja,female,yes,]2000-2005],250,50,0😭😭😭,3,12:30,feeling productive,socializing ,250.0,50.0,0.0,3.0,0.5,study/work,friends/family,2.0,0.8316970546984572,0.5,0.0,0.4438990182328191
147,4-1-2025 12:18:55,AI & Data Science,yes,0,unknown,ja,male,not willing to say,]2000-2005],118,24,6,31,12.30,Low stress,Progress,118.0,24.0,6.0,31.0,0.5,mood,study/work,2.0,0.8316970546984572,0.76,0.08695652173913043,0.5595511921458626
148,4-1-2025 12:18:56,Computer Science & Technology,no,1,sigma,ja,female,yes,]2000-2005],375,30,6,3,23:30,Sun,-,375.0,30.0,6.0,3.0,23.5,weather,food,1.0,0.9158485273492286,0.7,0.08695652173913043,0.5676016830294529
149,4-1-2025 12:18:56,"Business, Finance & Econometrics",yes,1,sigma,ja,female,yes,]2000-2005],Idk,40,10,13,23:30,Stick to my daily routine,Connect with some good person,354.46,40.0,10.0,13.0,23.5,study/work,friends/family,1.0,0.9158485273492286,0.6,0.14492753623188406,0.5535920211937042
150,4-1-2025 12:18:56,Computer Science & Technology,yes,0,mu,ja,not willing to answer,no,]1995-2000],460,30,zero,achtduizendvierhonderdvijfendertig komma zesenvijftig,around midnight,no lectures,sleeping,460.0,30.0,9.615,4.9546436011725234e+119,0.0,sleep/rest,sleep/rest,1.5,0.8737727910238429,0.7,0.13934782608695653,0.5710402057035998
151,4-1-2025 12:18:56,"Business, Finance & Econometrics",yes,1,mu,ja,female,yes,]2000-2005],200,30,5,"1,73425E+14",22:30,Running in the morning,Meeting new people,200.0,30.0,5.0,8435.65,22.5,sport,friends/family,0.0,1.0,0.7,0.07246376811594203,0.5908212560386473
152,4-1-2025 12:18:57,AI & Data Science,yes,1,mu,ja,male,yes,]1995-2000],300,0,4,271828,23u30,Good sleep,Free time,300.0,0.0,4.0,271828.0,23.5,sleep/rest,sleep/rest,1.0,0.9158485273492286,1.0,0.057971014492753624,0.6579398472806608
153,4-1-2025 12:18:57,Computer Science & Technology,yes,0,mu,ja,male,yes,]1995-2000],400,10,10,21,00:30,Sun and good food,Good food and sun,400.0,10.0,10.0,21.0,0.5,weather,food,2.0,0.8316970546984572,0.9,0.14492753623188406,0.6255415303101138
154,4-1-2025 12:18:58,AI & Data Science,no,0,unknown,ja,female,yes,]2000-2005],250,65,2,9,1.22am,With friends I love,Sunny days,250.0,65.0,2.0,9.0,1.3666666666666667,friends/family,weather,2.866666666666667,0.7587657784011219,0.35,0.028985507246376812,0.3792504285491662
155,4-1-2025 12:18:59,AI & Data Science,yes,0,mu,nee,female,yes,]2000-2005],340,40,9,1672,01:00,Friends,Drinks,340.0,40.0,9.0,1672.0,1.0,friends/family,alchol/drugs,2.5,0.7896213183730715,0.6,0.13043478260869565,0.5066853669939223
156,4-1-2025 12:18:59,AI & Data Science,yes,0,mu,nee,female,yes,]2000-2005],400,35,6,823,1am,Sunshine,Nice food,400.0,35.0,6.0,823.0,1.0,weather,food,2.5,0.7896213183730715,0.65,0.08695652173913043,0.5088592800374007
157,4-1-2025 12:18:59,AI & Data Science,yes,0,mu,ja,female,no,]2000-2005],250,100,4,11,23.30,Sun Shining,Drinking Matcha in the Sun,250.0,100.0,4.0,11.0,23.5,weather,food,1.0,0.9158485273492286,0.0,0.057971014492753624,0.3246065139473274
158,4-1-2025 12:19:00,Computer Science & Technology,yes,0,mu,nee,female,yes,]1995-2000],100,20,5,51,0:00,sunshine,no exam,100.0,20.0,5.0,51.0,0.0,weather,sleep/rest,1.5,0.8737727910238429,0.8,0.07246376811594203,0.582078853046595
159,4-1-2025 12:19:00,AI & Data Science,no,1,sigma,ja,male,yes,]2000-2005],450,40,10,8473,00:00,The sun,Sports,450.0,40.0,10.0,8473.0,0.0,weather,sport,1.5,0.8737727910238429,0.6,0.14492753623188406,0.5395667757519089
160,4-1-2025 12:19:00,"Business, Finance & Econometrics",yes,0,mu,ja,female,yes,]2000-2005],350,87,1,27.4,2 am,getting some work done,time to make music,350.0,87.0,1.0,4.9546436011725234e+119,2.0,study/work,sport,3.5,0.7054698457223001,0.13,0.014492753623188406,0.28332086644849613
161,4-1-2025 12:19:01,AI & Data Science,yes,1,mu,ja,female,yes,]2000-2005],450,10,3-4,22,23:00,Sun,friends,450.0,10.0,0.0,22.0,23.0,weather,friends/family,0.5,0.9579242636746144,0.9,0.0,0.6193080878915381
162,4-1-2025 12:19:01,"Business, Finance & Econometrics",yes,0,mu,ja,female,yes,]1995-2000],450,25,2,55678686,02:00,Sunshine,Food,450.0,25.0,2.0,55678686.0,2.0,weather,food,3.5,0.7054698457223001,0.75,0.028985507246376812,0.49481845098955896
163,4-1-2025 12:19:02,AI & Data Science,yes,1,mu,ja,female,yes,]2000-2005],400,60,7,25,23:00,being able to exercise,get outside,400.0,60.0,7.0,25.0,23.0,sport,sport,0.5,0.9579242636746144,0.4,0.10144927536231885,0.4864578463456444
164,4-1-2025 12:19:02,"Business, Finance & Econometrics",yes,1,mu,ja,male,yes,]2000-2005],400,40,16,90,22:30,Performing some sports,Positive people around me ,400.0,40.0,16.0,90.0,22.5,sport,friends/family,0.0,1.0,0.6,0.2318840579710145,0.6106280193236715
165,4-1-2025 12:19:02,AI & Data Science,yes,unknown,sigma,ja,male,yes,]2000-2005],380,40,12,858282281825663728188,22:30,When the sun is out,What makes a good day for you (2)? ,380.0,40.0,12.0,8.582822818256637e+20,22.5,weather,joke,0.0,1.0,0.6,0.17391304347826086,0.591304347826087
166,4-1-2025 12:19:02,AI & Data Science,yes,0,mu,ja,female,yes,]1995-2000],550,20,3,77,1 am,Good Breakfast,Sunshine,550.0,20.0,3.0,77.0,1.0,food,weather,2.5,0.7896213183730715,0.8,0.043478260869565216,0.5443665264142122
167,4-1-2025 12:19:03,Computer Science & Technology,yes,1,unknown,ja,male,yes,not possible,384,-10000,14,9,12,productivity,music,384.0,67.72,14.0,9.0,0.0,study/work,sport,1.5,0.8737727910238429,0.3228,0.2028985507246377,0.4664904472494935
168,4-1-2025 12:19:04,"Business, Finance & Econometrics",no,unknown,mu,ja,male,yes,]2000-2005],450,30,6,76,3:00 ,Videogames all day,Good food for free,450.0,30.0,6.0,76.0,3.0,sport,food,4.5,0.6213183730715288,0.7,0.08695652173913043,0.4694249649368864
169,4-1-2025 12:19:05,"Business, Finance & Econometrics",yes,unknown,mu,nee,male,yes,]2000-2005],250,58,3,5,01:30,Not a lot of assignments,Sports and guitar,250.0,58.0,3.0,5.0,1.5,sleep/rest,sport,3.0,0.7475455820476858,0.42000000000000004,0.043478260869565216,0.40367461430575036
170,4-1-2025 12:19:05,"Business, Finance & Econometrics",yes,1,mu,nee,male,not willing to say,]1995-2000],250,"23,23",7,00,00:30,productivity,nice food,250.0,49.59,7.0,0.0,0.5,study/work,food,2.0,0.8316970546984572,0.5041,0.10144927536231885,0.4790821100202587
171,4-1-2025 12:19:06,"Business, Finance & Econometrics",yes,0,mu,nee,male,not willing to say,]1965-1970],400,60,10,158,3am,Sports,Food,400.0,60.0,10.0,158.0,3.0,sport,food,4.5,0.6213183730715288,0.4,0.14492753623188406,0.38874863643447094
172,4-1-2025 12:19:06,"Business, Finance & Econometrics",yes,0,mu,nee,gender fluid,no,]2000-2005],9000,100,200,Random,5,Brazzers,BangBros,321.47,100.0,3.92,8.999999999999998e+184,5.0,alchol/drugs,alchol/drugs,6.5,0.45301542776998593,0.0,0.05681159420289855,0.16994234065762814
173,4-1-2025 12:19:06,AI & Data Science,yes,1,sigma,ja,male,yes,]2000-2005],311,11,4,10107472946391947974729472910472918462917472927492746291047272947263902716549294746829294739194737292847292748202747204726294,1,Potato,Fries,311.0,11.0,4.0,1.0107472946391948e+124,1.0,food,food,2.5,0.7896213183730715,0.89,0.057971014492753624,0.5791974442886084
174,4-1-2025 12:19:06,Computer Science & Technology,yes,1,mu,ja,male,yes,]2000-2005],300,15,20,78,23:30,-,-,300.0,15.0,20.0,78.0,23.5,sport,friends/family,1.0,0.9158485273492286,0.85,0.2898550724637681,0.6852345332709989
175,4-1-2025 12:19:06,AI & Data Science,yes,0,mu,ja,male,yes,]2000-2005],150,30,7,“-69420”,3:00,“rm -r .”,Bouldering and hanging with the homies,150.0,30.0,7.0,1e+184,3.0,joke,sport,4.5,0.6213183730715288,0.7,0.10144927536231885,0.47425588281128256
176,4-1-2025 12:19:07,AI & Data Science,yes,1,mu,ja,female,yes,]1995-2000],450,50,8,7,23:00,Good food ,Nobody dies ,450.0,50.0,8.0,7.0,23.0,food,mood,0.5,0.9579242636746144,0.5,0.11594202898550725,0.5246220975533739
177,4-1-2025 12:19:08,AI & Data Science,yes,0,mu,nee,female,not willing to say,]1995-2000],150,98,0,23,4,no course,鲜锅兔,150.0,98.0,0.0,23.0,4.0,sleep/rest,food,5.5,0.5371669004207573,0.020000000000000018,0.0,0.18572230014025246
178,4-1-2025 12:19:08,Computer Science & Technology,yes,1,mu,ja,male,not willing to say,]1995-2000],400,10,8,9,01:00,Nice weather,Free time,400.0,10.0,8.0,9.0,1.0,weather,sleep/rest,2.5,0.7896213183730715,0.9,0.11594202898550725,0.6018544491195262
179,4-1-2025 12:19:09,AI & Data Science,yes,1,unknown,ja,male,not willing to say,]2000-2005],300,-1,12,4,1,Good food,Good weather,300.0,46.37,12.0,4.0,1.0,food,weather,2.5,0.7896213183730715,0.5363,0.17391304347826086,0.49994478728377745
